local_name,date,project_name,crew,ef_id,gps_id,sampling_method,pass_number,ef_seconds,voltage,frequency,enclosure,wp_top,wp_bottom,site_start_time,site_end_time,segment_start_time,segment_end_time,species,length,weight,alive,pit_tag_id,row_id,camera_id,photo_time_start,photo_time_end,comments
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,visual observation above water,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:11:48,11:22:00,Fish Unidentified Species,110,,TRUE,,,,,,
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:11:48,11:22:00,Rainbow Trout,84,6.8,TRUE,3DD.003E192A6A,543,AI,12:34:34,,Pit Tag ID: 3DD.003E192A6A. Row ID: 543. 
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:11:48,11:22:00,Rainbow Trout,109,11.5,TRUE,3DD.003E192A8D,544,,,,Pit Tag ID: 3DD.003E192A8D. Row ID: 544. 
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,visual observation above water,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:22:00,11:36:00,Fish Unidentified Species,100,,TRUE,,,,,,
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,visual observation above water,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:22:00,11:36:00,Fish Unidentified Species,100,,TRUE,,,,,,
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,visual observation above water,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:22:00,11:36:00,Fish Unidentified Species,120,,TRUE,,,,,,
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:22:00,11:36:00,Rainbow Trout,45,0.9,TRUE,,,,,,
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:22:00,11:36:00,Rainbow Trout,45,0.8,TRUE,,,,,,
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:22:00,11:36:00,Rainbow Trout,42,1.1,TRUE,,,,,,
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:22:00,11:36:00,Rainbow Trout,41,0.9,TRUE,,,,,,
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:22:00,11:36:00,Rainbow Trout,112,17.4,TRUE,3DD.003E192A84,545,,,,Pit Tag ID: 3DD.003E192A84. Row ID: 545. 
125179_ds_ef1,2025-09-13T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,686,350,60,partial enclosure,,,10:46:00,11:36:00,11:22:00,11:36:00,Rainbow Trout,123,18.8,TRUE,3DD.003E192A66,546,AI,12:50:35,,Pit Tag ID: 3DD.003E192A66. Row ID: 546. 
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,11:55:00,12:04:00,Rainbow Trout,55,2.1,TRUE,,,,13:22:28,,
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:04:00,12:13:00,Rainbow Trout,0,2.7,TRUE,,,,,,
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:04:00,12:13:00,Rainbow Trout,61,2.5,TRUE,,,,,,
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:13:00,12:26:00,Rainbow Trout,55,1.8,TRUE,,,,,,
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:13:00,12:26:00,Rainbow Trout,56,1.8,TRUE,,,AI,13:30:06,,
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:13:00,12:26:00,Rainbow Trout,89,7.6,TRUE,3DD.003E192A7F,554,AI,13:31:26,,Pit Tag ID: 3DD.003E192A7F. Row ID: 554. 
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:13:00,12:26:00,Rainbow Trout,94,7.9,TRUE,3DD.003E192A6C,556,,,,Pit Tag ID: 3DD.003E192A6C. Row ID: 556. 
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:26:00,12:39:00,Rainbow Trout,127,22.8,TRUE,3DD.003E192A73,557,,,,Pit Tag ID: 3DD.003E192A73. Row ID: 557. 
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:26:00,12:39:00,Rainbow Trout,143,31.9,TRUE,3DD.003E192A2C,558,,,,"Recapture, tag ID 3DD.003E192A2C. Pit Tag ID: 3DD.003E192A2C. Row ID: 558. "
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:26:00,12:39:00,Rainbow Trout,95,8.5,TRUE,3DD.003E192A83,559,,,,Pit Tag ID: 3DD.003E192A83. Row ID: 559. 
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:26:00,12:39:00,Rainbow Trout,55,1.7,TRUE,,,,,,
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:26:00,12:39:00,Rainbow Trout,60,2.4,TRUE,,,,,,
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:26:00,12:39:00,Rainbow Trout,99,13.6,TRUE,3DD.003E192A65,560,,,,Pit Tag ID: 3DD.003E192A65. Row ID: 560. 
125231_ds_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,1570,350,60,partial enclosure,,,11:53:00,12:39:00,12:26:00,12:39:00,Rainbow Trout,93,7.4,TRUE,3DD.003E192A99,561,,,,Pit Tag ID: 3DD.003E192A99. Row ID: 561. 
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:18:00,14:26:00,Rainbow Trout,121,21.4,TRUE,3DD.003E192A33,562,,,,"Recapture, tag ID 3DD.003E192A33. Pit Tag ID: 3DD.003E192A33. Row ID: 562. "
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:18:00,14:26:00,Rainbow Trout,153,39.6,TRUE,3DD.003E192AA8,563,,,,Pit Tag ID: 3DD.003E192AA8. Row ID: 563. 
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:18:00,14:26:00,Rainbow Trout,100,10.3,TRUE,3DD.003E192A94,564,,,,Pit Tag ID: 3DD.003E192A94. Row ID: 564. 
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,visual observation above water,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:26:00,14:34:00,Fish Unidentified Species,110,,TRUE,,,,,,
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:26:00,14:34:00,Rainbow Trout,59,2.3,TRUE,,,AI,15:04:36,,
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:26:00,14:34:00,Rainbow Trout,56,2.5,TRUE,,,,,,
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:26:00,14:34:00,Rainbow Trout,99,9.5,TRUE,3DD.003E192A75,565,,,,Pit Tag ID: 3DD.003E192A75. Row ID: 565. 
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:26:00,14:34:00,Sucker (General),144,32.8,TRUE,,,AI,15:08:40,,
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:34:00,14:41:00,Rainbow Trout,57,2.4,TRUE,,,,,,
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:34:00,14:41:00,Rainbow Trout,62,2.5,TRUE,,,,,,
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:34:00,14:41:00,Rainbow Trout,62,2.4,TRUE,,,,,,
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:34:00,14:41:00,Rainbow Trout,137,27.4,TRUE,3DD.003E192A7A,566,AI,15:14:01,,Pit Tag ID: 3DD.003E192A7A. Row ID: 566. 
125231_us_ef1,2025-09-17T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,605,350,60,partial enclosure,,,14:18:00,14:41:00,14:34:00,14:41:00,Rainbow Trout,137,27.7,TRUE,3DD.003E192A7E,567,,,,Pit Tag ID: 3DD.003E192A7E. Row ID: 567. 
198692_us_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,63,250,60,partial enclosure,,,11:55:00,11:58:00,11:55:00,11:58:00,Rainbow Trout,53,1.7,TRUE,,,,,,
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,visual observation above water,1,174,250,60,open,,,12:02:00,,12:02:00,,Fish Unidentified Species,90,,TRUE,,,,,,
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,visual observation above water,1,174,250,60,open,,,12:02:00,,12:02:00,,Fish Unidentified Species,90,,TRUE,,,,,,
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,174,250,60,open,,,12:02:00,,12:02:00,,Rainbow Trout,80,4.4,TRUE,3DD.003E192A68,568,,,,Pit Tag ID: 3DD.003E192A68. Row ID: 568. 
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,174,250,60,open,,,12:02:00,,12:02:00,,Rainbow Trout,95,8.5,TRUE,3DD.003E192A71,569,LS,12:34:28,,Pit Tag ID: 3DD.003E192A71. Row ID: 569. 
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,174,250,60,open,,,12:02:00,,12:02:00,,Rainbow Trout,80,4.6,TRUE,3DD.003E192AA2,570,,,,Pit Tag ID: 3DD.003E192AA2. Row ID: 570. 
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,174,250,60,open,,,12:02:00,,12:02:00,,Rainbow Trout,47,1.2,TRUE,,,,,,
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,174,250,60,open,,,12:02:00,,12:02:00,,Rainbow Trout,50,1.5,TRUE,,,,,,
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,174,250,60,open,,,12:02:00,,12:02:00,,Rainbow Trout,80,4.8,TRUE,3DD.003E192AAE,571,,,,Pit Tag ID: 3DD.003E192AAE. Row ID: 571. 
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,174,250,60,open,,,12:02:00,,12:02:00,,Rainbow Trout,51,1.4,TRUE,,,,,,
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,174,250,60,open,,,12:02:00,,12:02:00,,Rainbow Trout,97,7.9,TRUE,3DD.003E192A88,572,LS,12:45:59,,Pit Tag ID: 3DD.003E192A88. Row ID: 572. 
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,174,250,60,open,,,12:02:00,,12:02:00,,Rainbow Trout,84,5.3,TRUE,3DD.003E192A76,573,LS,12:46:02,12:50:53,Pit Tag ID: 3DD.003E192A76. Row ID: 573. 
198692_us_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,AI,AI,electrofishing,1,174,250,60,open,,,12:02:00,,12:02:00,,Rainbow Trout,89,6.5,TRUE,3DD.003E192A76,574,,,,Pit Tag ID: 3DD.003E192A76. Row ID: 574. 
198692_ds_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,304,250,60,partial enclosure,,,,14:16:00,,13:57:00,Rainbow Trout,55,2.7,TRUE,,,,,,
198692_ds_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,304,250,60,partial enclosure,,,,14:16:00,,13:57:00,Rainbow Trout,55,1.7,TRUE,,,LS,14:47:47,,
198692_ds_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,304,250,60,partial enclosure,,,,14:16:00,,13:57:00,Rainbow Trout,95,8.8,TRUE,3DD.003E192A8A,576,,,,Pit Tag ID: 3DD.003E192A8A. Row ID: 576. 
198692_ds_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,visual observation above water,1,304,250,60,partial enclosure,,,,14:16:00,,13:57:00,Fish Unidentified Species,90,,TRUE,,,,,,
198692_ds_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,304,250,60,partial enclosure,,,,14:16:00,13:57:00,14:09:00,Rainbow Trout,50,4.7,FALSE,,,,,,
198692_ds_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,304,250,60,partial enclosure,,,,14:16:00,13:57:00,14:09:00,Rainbow Trout,49,1.5,TRUE,,,,,,
198692_ds_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,304,250,60,partial enclosure,,,,14:16:00,13:57:00,14:09:00,Rainbow Trout,84,6.9,TRUE,3DD.003E192A8E,577,LS,14:56:29,,Pit Tag ID: 3DD.003E192A8E. Row ID: 577. 
198692_ds_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,304,250,60,partial enclosure,,,,14:16:00,13:57:00,14:09:00,Rainbow Trout,55,1.7,TRUE,,,,,,
198692_ds_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,304,250,60,partial enclosure,,,,14:16:00,13:57:00,14:09:00,Rainbow Trout,55,1.9,TRUE,,,LS,14:58:39,,
198692_ds_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,304,250,60,partial enclosure,,,,14:16:00,14:09:00,14:16:00,Rainbow Trout,81,5.2,TRUE,3DD.003E192A70,578,,,,Pit Tag ID: 3DD.003E192A70. Row ID: 578. 
198692_ds_ef1,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,304,250,60,partial enclosure,,,,14:16:00,14:09:00,14:16:00,Rainbow Trout,74,3.8,TRUE,3DD.003E192A8C,579,LS,15:06:31,,Pit Tag ID: 3DD.003E192A8C. Row ID: 579. 
198692_ds_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,171,250,60,open,,,14:17:00,,14:17:00,,Rainbow Trout,49,1.3,TRUE,,,,,,
198692_ds_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,171,250,60,open,,,14:17:00,,14:17:00,,Rainbow Trout,117,14.3,TRUE,3DD.003E192A9A,580,LS,15:14:18,,Pit Tag ID: 3DD.003E192A9A. Row ID: 580. 
198692_ds_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,171,250,60,open,,,14:17:00,,14:17:00,,Rainbow Trout,88,7.9,TRUE,3DD.003E192A6D,581,,,,Pit Tag ID: 3DD.003E192A6D. Row ID: 581. 
198692_ds_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,171,250,60,open,,,14:17:00,,14:17:00,,Rainbow Trout,76,4.2,TRUE,3DD.003E192AAF,582,,,,Pit Tag ID: 3DD.003E192AAF. Row ID: 582. 
198692_ds_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,171,250,60,open,,,14:17:00,,14:17:00,,Rainbow Trout,129,22.2,TRUE,3DD.003E192A6E,583,,,,Pit Tag ID: 3DD.003E192A6E. Row ID: 583. 
198692_ds_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,171,250,60,open,,,14:17:00,,14:17:00,,Rainbow Trout,73,4.4,TRUE,3DD.003E192A7D,584,,,,Pit Tag ID: 3DD.003E192A7D. Row ID: 584. 
198692_ds_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,171,250,60,open,,,14:17:00,,14:17:00,,Rainbow Trout,112,13.5,TRUE,3DD.003E192A86,585,,,,Pit Tag ID: 3DD.003E192A86. Row ID: 585. 
198692_ds_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,171,250,60,open,,,14:17:00,,14:17:00,,Rainbow Trout,82,5,TRUE,3DD.003E192A6B,586,,,,Pit Tag ID: 3DD.003E192A6B. Row ID: 586. 
198692_ds_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,171,250,60,open,,,14:17:00,,14:17:00,,Rainbow Trout,88,6,TRUE,3DD.003E192AB8,587,,,,Pit Tag ID: 3DD.003E192AB8. Row ID: 587. 
198692_ds_ef2,2025-09-19T00:00:00Z,2025-077-sern-peace-fish-passage,AI LS NJ RJ TM,LS,LS,electrofishing,1,171,250,60,open,,,14:17:00,,14:17:00,,Rainbow Trout,88,6.4,TRUE,3DD.003E192A87,588,,,,Pit Tag ID: 3DD.003E192A87. Row ID: 588. 
